nwis_01654000,ACCOTINK CREEK NEAR ANNANDALE, VA,USGS (Powell Center),38.8129,-77.2283,4269,22340331,02,3,195.250970529686,23,7.4676,NWIS field measurements,62.2764,NHDV2_vaa,101.83828505945,0.726255660254091,-213.79974579891,-1.10670069357367,12.6029866780944,4.08634959706539,0.28,0.41,0.23,0.08,0.86,152.682843520032,0.572,-0.58,-0.25,-0.19,0.14,0.87,335.695858556579,0.315,14.66,0.33,-0.03,-0.02,1.36,204.027820602588,0.82,0.63,0.64,0.61,0.42,0.15,103.120559853431,0.175,34.43,0.26,0.04,-0.01,1.13,181.105608587362,0.237,1.92,0.34,0.1,-0.07,1.39,193.638666390155,0.836,601.6,307,1,0.84
nwis_01654500,LONG BRANCH NEAR ANNANDALE, VA,USGS (Powell Center),38.8109,-77.235,4269,22340329,02,2,120.700561439833,17.6,3.6576,NWIS field measurements,9.9162,NHDV2_vaa,73.2352058454678,0.49243489136533,-224.849260160886,-1.18949031330842,12.4658579348016,3.48532991040664,0.2,0.39,0.32,0.21,0.83,114.257435554973,0.569,-0.62,-0.28,-0.3,0.26,0.31,354.367755384996,0.216,13.61,0.33,-0.04,-0.02,1.35,205.924710624309,0.871,0.12,0.59,0.52,0.38,0.13,93.961183686916,0.122,34.12,0.27,0.02,0,1.14,177.008215356656,0.214,2.05,0.41,0.23,-0.06,1.31,189.938451230823,0.917,618.033333333333,830,3,0.76
nwis_01658000,MATTAWOMAN CREEK NEAR POMONKEY, MD,USGS (Powell Center),38.5961,-77.056,4269,4529099,02,3,206.146691437219,23,15.0876,NWIS field measurements,143.4942,NHDV2_vaa,73.5741409618479,0.485472422056866,-422.561189880962,-2.57914578007681,12.7021051213056,4.76629633851719,0.2,0.34,0.18,0.17,0.84,125.940960354973,0.491,-1.16,-0.27,-0.15,0.19,0.86,346.373132217023,0.567,13.88,0.36,-0.05,-0.05,1.37,201.028609343016,0.747,2.02,0.63,0.49,0.22,0.31,10.303489973697,0.737,34.8,0.27,0,-0.01,1.15,175.206571187535,0.208,3.22,0.41,0.01,-0.2,1.37,191.154393697631,0.85,673.9,226,1,0.62
nwis_0166818623,MILL CREEK ABV PEUMANSEND CREEK NR PORT ROYAL, VA,USGS (Powell Center),38.1296,-77.2322,4269,8476452,02,2,129.965148889007,25,5.4864,NWIS field measurements,37.4094,NHDV2_vaa,28.4455091535124,0.190940032735007,-214.874831127346,-1.32812858181419,12.5891886804264,2.83538486882912,0.08,0.34,0.26,0.21,0.47,118.008260934399,0.645,-0.59,-0.32,-0.22,0.09,0.6,12.2453023357489,0.778,14.19,0.33,-0.09,-0.02,1.33,199.908606444185,0.808,0.16,0.49,0.3,0.15,0.95,62.2992849993087,0.565,34.49,0.28,0,-0.01,1.15,176.919129979956,0.244,2.98,0.44,0.12,-0.19,1.34,193.605403798368,0.836,608.4,255,1,0.7
nwis_01673000,PAMUNKEY RIVER NEAR HANOVER, VA,USGS (Powell Center),37.7676,-77.3322,4269,8506380,02,5,164.554043937417,20.3,43.8912,NWIS field measurements,2793.7836,NHDV2_vaa,49.7987488594398,0.349133818065432,-266.821634255409,-1.5574146693286,12.5803285918632,8.63997624247402,0.14,0.44,0.3,0.15,0.52,220.353257737575,0.575,-0.73,-0.34,-0.29,0.21,0.68,354.715749837091,0.548,15.25,0.32,-0.03,-0.04,1.36,202.270757509479,0.879,25.15,0.56,0.49,0.31,0.53,80.9493192225107,0.883,34.47,0.27,0,0.01,1.13,174.185157190688,0.234,2.02,0.33,0.2,0,1.27,192.686537905702,0.919,575.866666666667,749,3,0.68
nwis_02035000,JAMES RIVER AT CARTERSVILLE, VA,USGS (Powell Center),37.671,-78.0858,4269,8575903,02,6,113.184600158699,6.80000000000003,191.5668,NWIS field measurements,16195.0401,NHDV2_vaa,431.425179291054,3.84310492698856,-666.383283523536,-3.86232408105657,12.811147719421,12.4984284423087,1.18,0.56,0.33,0.05,0.86,232.914523771825,0.878,-1.82,-0.34,-0.13,0.08,1.01,38.0359661449021,0.762,16.17,0.32,-0.01,-0.03,1.35,204.901547788281,0.913,193.86,0.46,0.4,0.23,0.66,80.9513964551595,0.819,35.06,0.26,0.01,0.01,1.13,174.845948301621,0.265,1.93,0.35,0.19,-0.04,1.34,189.808668837902,0.947,546.64,1352,5,0.74
nwis_02101726,ROCKY R AT US 64 NEAR SILER CITY, NC,USGS (Powell Center),35.7351,-79.4231,4269,8869974,03N,4,151.987554267085,20,9.63168,NWIS field measurements,180.0468,NHDV2_vaa,88.1031691312055,0.599324171580065,-845.220486327824,-4.82503982265884,13.1507680978107,4.34107361134608,0.24,0.38,0.27,0.23,0.35,134.747345387131,0.582,-2.31,-0.34,-0.1,0.07,0.73,26.7330525924357,0.591,16.44,0.27,-0.05,-0.04,1.37,199.660862095897,0.904,1.28,0.77,0.72,0.53,0.29,50.6959668383545,0.424,36,0.25,0,0.03,1.14,173.028000628614,0.339,2.35,0.29,0.06,-0.06,1.36,181.455845674879,0.949,785.875,2330,8,0.8
nwis_02135000,LITTLE PEE DEE R. AT GALIVANTS FERRY, SC,USGS (Powell Center),34.0571,-79.247,4269,9114416,03N,6,198.29024657688,19.4,76.962,NWIS field measurements,7263.2772,NHDV2_vaa,71.9803054819777,0.677469758137784,-828.973930065967,-3.56882899437475,13.7261426329608,10.9756805277755,0.2,0.47,0.42,0.27,0.49,90.6514115899221,0.742,-2.27,-0.22,0.05,0.05,0.59,354.030374758373,0.755,18.85,0.24,-0.04,0,1.34,202.954579245031,0.906,112.84,0.56,0.56,0.46,0.38,347.056108992119,0.978,37.57,0.24,0.01,0.04,1.13,172.961018922019,0.316,2.81,0.36,0.1,-0.12,1.37,181.971459751422,0.888,515.083333333333,772,3,0.7
nwis_02148315,WATEREE R. BL EASTOVER, SC,USGS (Powell Center),33.8285,-80.6204,4269,9721817,03N,6,181.316130885346,0.5,71.628,NWIS field measurements,14377.3011,NHDV2_vaa,140.238616374404,1.16122512459011,-783.53557940829,-3.69640305891742,13.7770547300064,13.6175955752325,0.38,0.45,0.32,0.17,0.76,163.487907880997,0.686,-2.14,-0.23,-0.1,0.13,0.8,6.7316733126371,0.622,19.46,0.23,-0.03,-0.04,1.38,204.751269098825,0.901,108.64,0.35,0.27,0.06,0.57,69.6370783911643,0.961,37.71,0.23,0.03,0.07,1.11,171.675068907148,0.389,2.76,0.37,0.1,-0.11,1.31,185.701903616605,0.97,375.549122807018,1656,6,0.76
nwis_02156500,BROAD RIVER NEAR CARLISLE, SC,USGS (Powell Center),34.5951,-81.4212,4269,9705130,03N,6,166.032690388131,21,113.0808,NWIS field measurements,7200.0846,NHDV2_vaa,455.230494155847,2.9629676128207,-875.267693996502,-5.08005909649566,13.7042073537712,11.6926945255994,1.25,0.42,0.19,0.1,0.6,174.693893803927,0.755,-2.4,-0.34,-0.12,0.1,0.89,12.3973313244929,0.628,18.22,0.27,-0.02,-0.03,1.37,200.267654262399,0.911,81.6,0.46,0.46,0.33,0.39,49.961424472564,0.759,37.51,0.24,0.01,0.05,1.14,174.090366512452,0.374,2.18,0.37,0.17,-0.06,1.34,181.099021539028,0.934,621.6,2924,9,0.89
nwis_02160105,TYGER RIVER NEAR DELTA, SC,USGS (Powell Center),34.5354,-81.5482,4269,9698941,03N,5,124.621865840917,21,37.1856,NWIS field measurements,1968.6042,NHDV2_vaa,175.954191610437,2.3003416643094,-811.227251115832,-4.07685567373659,13.7065723143216,9.284747256882,0.48,0.62,0.56,0.36,0.66,218.469790914201,0.915,-2.22,-0.29,-0.02,0.06,0.9,15.2835764941691,0.775,17.3,0.26,-0.04,-0.02,1.35,197.72605007187,0.875,18.33,0.53,0.51,0.38,0.39,42.3217088267464,0.82,37.52,0.24,0.01,0.04,1.14,173.901519258525,0.368,2.99,0.37,0.08,-0.15,1.35,189.907817211845,0.921,304.933333333333,2783,9,0.85
nwis_02160700,ENOREE RIVER AT WHITMIRE, SC,USGS (Powell Center),34.5093,-81.5982,4269,9691190,03N,5,120.414905584814,20,32.4612,NWIS field measurements,1152.5805,NHDV2_vaa,93.3558476189979,1.00972876794208,-527.959152275993,-2.5289576453205,13.7065723143216,9.32283505309874,0.26,0.59,0.53,0.34,0.52,229.769788494981,0.883,-1.45,-0.28,-0.01,0.11,0.86,24.2534752884733,0.668,17.26,0.26,-0.04,-0.02,1.35,197.015814547769,0.884,12.58,0.5,0.52,0.39,0.34,39.993355748108,0.791,37.52,0.24,0.01,0.04,1.14,173.901519258525,0.368,2.31,0.34,0.12,-0.08,1.37,188.303660492286,0.925,641.088888888889,2871,9,0.87
nwis_02168504,SALUDA RIVER BELOW LK MURRAY DAM NR COLUMBIA, SC,USGS (Powell Center),34.051,-81.2095,4269,9869858,03N,6,94.8555106468489,22,78.0288,NWIS field measurements,6295.8924,NHDV2_vaa,273.811380910496,2.03788607276042,-1229.86966682984,-6.06497188244613,13.8059431133232,12.4073219712592,0.75,0.44,0.29,0.14,0.54,163.091189817374,0.66,-3.37,-0.33,0.03,0,1.01,45.1921605598739,0.625,13.3,0.11,-0.04,0.08,1.14,262.358581870717,0.973,51.14,0.56,0.6,0.36,0.31,12.2689101045479,0.868,37.79,0.24,0.02,0.06,1.13,174.284704899717,0.381,1.26,0.33,0.05,-0.09,1.37,183.990274504152,0.927,445.455555555556,2731,9,0.83
nwis_02169000,SALUDA RIVER NEAR COLUMBIA, SC,USGS (Powell Center),34.014,-81.0879,4269,9869898,03N,6,105.940835482819,21,97.2312,NWIS field measurements,6550.1973,NHDV2_vaa,383.693418772763,2.50230326628968,-531.357317501432,-3.92428618525943,13.821901219868,12.377598282393,1.05,0.35,0.22,0.15,0.62,177.897121749338,0.664,-1.45,-0.38,-0.35,0.26,0.38,26.5147654629058,0.566,14.81,0.13,-0.05,0.05,1.21,229.761186736551,0.91,55.06,0.55,0.6,0.36,0.3,10.4144316477053,0.892,37.83,0.24,0.02,0.06,1.13,173.706942877099,0.384,1.8,0.3,0,-0.1,1.38,185.316533501717,0.901,672.162962962963,2937,9,0.89
nwis_02203655,SOUTH RIVER AT FORREST PARK ROAD, AT ATLANTA, GA,USGS (Powell Center),33.679,-84.358,4269,6333720,03S,2,75.4851890364543,22,7.19328,NWIS field measurements,60.1155,NHDV2_vaa,44.6608402568259,0.324349336991603,-368.768956422455,-1.89414644840453,13.4061837874692,5.02829456923001,0.12,0.43,0.3,0.19,0.52,166.435775141893,0.776,-1.01,-0.28,-0.04,0.09,0.51,24.378019478626,0.418,16.51,0.23,-0.05,-0.01,1.33,196.833344954189,0.869,0.94,0.63,0.65,0.49,0.15,55.0800473537457,0.231,36.7,0.23,0.02,0.06,1.15,173.082408508674,0.326,1.79,0.34,0.02,-0.11,1.39,187.69445262911,0.896,661.643333333333,1461,6,0.67
nwis_02203700,INTRENCHMENT CR AT CONSTITUTION RD, NR ATLANTA, GA,USGS (Powell Center),33.689,-84.3305,4269,6334126,03S,1,145.105016933779,20,3.74904,NWIS field measurements,28.3779,NHDV2_vaa,92.1342106426643,0.843942083033272,-348.284315425544,-2.49037371043968,13.6142273592276,3.45060645002292,0.25,0.48,0.4,0.26,0.46,133.590922456175,0.827,-0.95,-0.37,-0.38,0.29,0.25,303.507257801177,0.321,17.18,0.22,-0.06,0,1.33,199.205773850187,0.866,0.42,0.63,0.58,0.34,0.34,41.9477905324265,0.462,37.27,0.23,0,0.05,1.17,174.428724937485,0.349,2.1,0.32,0.07,-0.06,1.35,182.1343196544,0.946,683.4,1512,6,0.69
nwis_02203863,SHOAL CREEK AT COLUMBIA DRIVE NEAR ATLANTA, GA,USGS (Powell Center),33.6932,-84.2539,4269,6334112,03S,1,157.296148655547,23,5.5626,NWIS field measurements,22.9464,NHDV2_vaa,41.7202421072208,0.352556236968513,-280.108798848731,-1.65063588308439,13.713550728948,4.56567547552826,0.11,0.44,0.34,0.22,0.64,128.002091715091,0.633,-0.77,-0.35,-0.06,0.1,0.89,334.180200549666,0.235,15.57,0.23,-0.08,-0.05,1.34,200.123723531732,0.8,0.25,0.42,0.58,0.46,0.3,67.3979133180421,0.134,37.57,0.23,0.06,0.05,1.14,176.966136602721,0.315,1.66,0.29,0.01,-0.11,1.41,184.400124377814,0.819,747.1,260,1,0.71
nwis_02203900,SOUTH RIVER AT FLAKES MILL ROAD NR ATLANTA, GA,USGS (Powell Center),33.6662,-84.2246,4269,6333752,03S,3,94.9970646706996,17.5,17.6022,NWIS field measurements,260.1513,NHDV2_vaa,87.515175989897,0.672205584704188,-662.005714276222,-3.42807557478421,13.6558853978501,9.17802474673204,0.24,0.42,0.25,0.13,0.58,177.615575342888,0.718,-1.81,-0.27,-0.03,0.14,0.22,318.498899436547,0.342,17.28,0.21,-0.08,0,1.28,197.099004883832,0.907,3.83,0.6,0.64,0.49,0.17,35.5294705728415,0.391,37.37,0.23,0.02,0.05,1.17,176.029240974401,0.355,1.58,0.31,0.04,-0.09,1.39,183.637039636396,0.898,711.24,1333,5,0.73
nwis_02203950,SNAPFINGER CREEK NEAR DECATUR, GA,USGS (Powell Center),33.7634,-84.2202,4269,6334110,03S,3,151.080980098769,18,7.51332,NWIS field measurements,44.3889,NHDV2_vaa,55.9664514892866,0.361152887472668,-242.997314361113,-1.16466467171244,13.7717361011286,5.33306050696459,0.15,0.42,0.27,0.13,0.62,124.629292571358,0.737,-0.66,-0.24,-0.05,0.14,0.48,297.590906393553,0.273,17.12,0.2,-0.1,0.02,1.24,196.423560429179,0.926,0.43,0.56,0.62,0.49,0.16,28.5839921246025,0.332,37.68,0.23,0.02,0.04,1.19,176.458365237961,0.354,1.75,0.29,0.01,-0.08,1.39,186.786694880039,0.918,705.461363636364,1059,4,0.72
nwis_02203960,SNAPFINGER CR AT THOMPSON MILL RD NR LITHONIA, GA,USGS (Powell Center),33.6967,-84.1986,4269,6333710,03S,3,189.648952918784,21.6,12.192,NWIS field measurements,89.0361,NHDV2_vaa,175.149171995356,1.3079862410767,-406.479680059742,-2.07604807391977,13.6338078428244,5.79532474910197,0.48,0.43,0.24,0.11,0.8,187.599279144744,0.53,-1.11,-0.27,-0.05,0.15,0.1,62.107910519721,0.404,16.74,0.22,-0.06,-0.02,1.34,199.967703950861,0.859,1.4,0.55,0.61,0.42,0.29,45.8143430060612,0.372,37.33,0.23,0.02,0.05,1.16,176.283599434014,0.372,1.8,0.3,0.01,-0.1,1.39,186.891533108607,0.888,751.266666666667,1121,4,0.77
nwis_02204037,POLE BRIDGE CR AT EVANS MILL RD NEAR LITHONIA, GA,USGS (Powell Center),33.6684,-84.151,4269,6333794,03S,2,172.104591999168,20,7.4676,NWIS field measurements,46.7703,NHDV2_vaa,34.4884072726315,0.265930348910389,-264.121561424971,-1.60289446383609,13.8767877282384,4.2141282884822,0.09,0.44,0.39,0.3,0.54,133.931598699385,0.675,-0.72,-0.29,-0.26,0.28,0.38,350.248020921829,0.438,16.45,0.22,-0.09,-0.01,1.33,199.901534577876,0.864,0.57,0.52,0.55,0.44,0.32,43.5521700148157,0.424,37.98,0.23,0.02,0.04,1.18,177.132256646131,0.377,2.41,0.37,0.19,-0.01,1.32,186.756682976363,0.966,658.633333333333,844,3,0.77
nwis_02207160,STONE MOUNTAIN CREEK AT GA 124, NEAR LITHONIA, GA,USGS (Powell Center),33.7734,-84.0771,4269,6333546,03S,3,106.793215274958,20,9.8298,NWIS field measurements,74.376,NHDV2_vaa,51.1908205480775,0.321212460524621,-455.389187302119,-2.38074770180094,13.8073560779448,6.79929021282457,0.14,0.35,0.19,0.11,0.86,141.03429354488,0.469,-1.25,-0.27,-0.15,0.07,0.88,354.012764825649,0.549,18.97,0.23,-0.06,-0.04,1.37,198.842511224639,0.882,0.97,0.56,0.59,0.46,0.43,29.6892945951728,0.693,37.79,0.23,0.02,0.04,1.19,177.105556210505,0.39,1.56,0.33,0.1,-0.05,1.37,183.667491670321,0.932,661.066666666667,958,3,0.87
nwis_02208450,ALCOVY RIVER ABOVE COVINGTON, GA,USGS (Powell Center),33.6401,-83.7791,4269,6331754,03S,4,183.577216537333,23,19.05,NWIS field measurements,481.4415,NHDV2_vaa,37.04191512519,0.331587531266293,-280.668978622821,-1.33675706608629,14.030537873058,6.34279024883686,0.1,0.48,0.4,0.22,0.82,67.4269197873,0.596,-0.77,-0.25,-0.18,0.16,0.34,76.2853458786854,0.425,17.21,0.23,-0.08,0,1.33,199.562429359598,0.863,6.97,0.59,0.55,0.38,0.48,20.6727917576147,0.83,38.39,0.24,0,0.03,1.2,176.919482553371,0.401,2.41,0.35,0.11,-0.1,1.36,181.037726507503,0.877,616.5,545,2,0.75
nwis_02208493,CORNISH CREEK AT HAZELBRAND RD NR COVINGTON, GA,USGS (Powell Center),33.6285,-83.7989,4269,6331758,03S,3,180.453242113048,23,10.60704,NWIS field measurements,71.5572,NHDV2_vaa,25.2321803886918,0.186915631349977,-283.29535027254,-1.37603004650897,14.030537873058,4.5370142877435,0.07,0.46,0.43,0.31,0.54,87.3908887750898,0.59,-0.78,-0.23,-0.29,0.28,0.13,304.813003687438,0.346,17.3,0.21,-0.07,0,1.35,200.031746992178,0.855,0.55,0.67,0.69,0.5,0.42,55.7795538730885,0.699,38.39,0.24,0,0.03,1.2,176.919482553371,0.401,2.61,0.37,0.18,-0.07,1.35,179.201998503562,0.907,640.2,669,2,0.92
nwis_02217643,PARKS CREEK AT LYLE FIELD RD NR JEFFERSON, GA,USGS (Powell Center),34.1621,-83.5251,4269,1047417,03S,1,131.797491183346,25,3.6576,NWIS field measurements,7.9182,NHDV2_vaa,25.9617976445463,0.289894969498743,-271.209167024453,-1.40869706819535,13.9255768230264,2.57471261486309,0.07,0.56,0.56,0.42,0.64,79.9794359342408,0.782,-0.74,-0.26,-0.07,0.13,0.36,344.84233690504,0.522,15.31,0.23,-0.07,-0.01,1.32,199.165893591462,0.824,0.07,0.36,0.27,0.12,1.03,60.57517194175,0.688,38.1,0.23,0.02,0.05,1.17,175.79756942262,0.359,3.06,0.37,0.05,-0.16,1.36,187.067630564259,0.936,378.2,541,2,0.74
nwis_02234000,ST. JOHNS RIVER ABOVE LAKE HARNEY NEAR GENEVA, FL,USGS (Powell Center),28.7142,-81.0353,4269,10997905,03S,5,346.033926732565,0.5,95.5548,NWIS field measurements,5428.2321,NHDV2_vaa,258.702712072871,1.75231124566128,-770.877533343148,-3.6316126291188,15.0262394377956,14.9022811370445,0.71,0.41,0.28,0.19,0.6,174.315428889421,0.764,-2.11,-0.25,-0.15,0.23,0.76,362.362347743362,0.774,24.41,0.11,-0.14,0.03,1.28,200.131926083235,0.867,50,0.43,0.27,0.1,0.91,284.495764544871,0.987,41.13,0.19,0.01,0.07,1.05,164.747269761189,0.436,1.1,0.2,0.03,-0.03,1.33,168.970435908296,0.97,663.033333333333,1952,6,0.89
nwis_02234500,ST. JOHNS RIVER NEAR SANFORD, FL,USGS (Powell Center),28.838,-81.3242,4269,11033091,03S,5,306.715269346725,7,148.4376,NWIS field measurements,6852.3237,NHDV2_vaa,515.932859232803,4.19091151980071,-737.147812818337,-4.23108625776924,14.5356523979016,14.1344686413079,1.41,0.49,0.29,0.07,1.07,171.222795304014,0.619,-2.02,-0.29,-0.18,0.08,1.04,15.8854203058405,0.655,24.63,0.11,-0.13,0.01,1.28,202.167140226425,0.932,55.33,0.29,0.18,0.02,0.88,287.482661215423,0.953,39.79,0.19,0,0.07,1.05,165.88399947408,0.418,1.19,0.17,-0.07,-0.04,1.37,164.155482776155,0.897,678.133333333333,754,3,0.69
nwis_02235500,BLUE SPRINGS NEAR ORANGE CITY, FL,USGS (Powell Center),28.9442,-81.3398,4269,10995987,03S,1,196.187262608986,19,26.5176,NWIS field measurements,0.3834,NHDV2_vaa,125.188043155169,0.729018635389978,-885.284058349419,-2.90023155789571,14.2560143179272,7.06170776235754,0.34,0.31,0.14,0.19,0.32,151.447809773726,0.08,-2.43,-0.06,0.04,0.2,0.29,62.3313281088408,0.117,23.17,0,-0.16,0.06,1.2,226.132318863032,0.624,3.56,0.02,0.07,0.07,0.9,44.0075777893538,0.866,39.06,0.19,-0.04,0.09,1,161.341787033898,0.365,5.01,0.16,-0.09,-0.06,1.39,165.190945938296,0.819,1406.0999,279,1,0.76
nwis_02236000,ST. JOHNS RIVER NEAR DE LAND, FL,USGS (Powell Center),29.0083,-81.3826,4269,10989245,03S,5,337.088090045619,22,108.8136,NWIS field measurements,8094.5199,NHDV2_vaa,329.768885338507,2.8908552080902,-1018.90289618979,-4.42024715405629,14.542207388898,11.8251384394471,0.9,0.53,0.37,0.13,0.97,150.015310047463,0.794,-2.79,-0.17,-0.07,0.14,0.83,15.3549299249445,0.733,24.35,0.11,-0.12,0,1.32,200.674404415311,0.938,73.34,0.31,0.23,0.11,0.82,296.752998186075,0.98,39.81,0.19,-0.01,0.07,1.05,165.708089649874,0.436,4.83,0.18,-0.08,-0.03,1.35,161.826952214679,0.913,736.614583333333,1556,6,0.71
nwis_02264000,CYPRESS CREEK AT VINELAND, FL,USGS (Powell Center),28.3906,-81.5195,4269,21478144,03S,1,212.343405013924,17.5,4.73964,NWIS field measurements,0.8181,NHDV2_vaa,89.4709359174362,0.640730324858461,-1639.51771141729,-7.6012114130125,14.787178900137,4.16544792037559,0.24,0.38,0.35,0.29,0.53,94.8821274078208,0.64,-4.49,-0.19,-0.13,0.31,0.4,252.800720338886,0.628,21.5,0.11,-0.16,0.02,1.28,209.057137462776,0.875,0.25,0.62,0.42,0.14,0.47,280.87187037265,0.984,40.49,0.18,0,0.08,1.07,165.61364090368,0.417,2.08,0.15,0.03,0,1.28,166.865197970318,0.967,837.175,1237,4,0.85
nwis_02264100,BONNET CREEK NEAR VINELAND, FL,USGS (Powell Center),28.3253,-81.5206,4269,21477692,03S,2,173.142480122558,9,19.84248,NWIS field measurements,165.7647,NHDV2_vaa,327.686002651841,2.93942508696415,-881.338650544602,-5.43006761923363,14.8168963382328,11.6162642433253,0.9,0.52,0.37,0.17,1.06,155.26632798353,0.58,-2.41,-0.38,-0.2,0.05,1.15,31.2627258778555,0.625,24.15,0.1,-0.14,-0.01,1.32,198.167487764549,0.848,0.89,0.54,0.44,0.21,0.74,248.730374325647,0.831,40.59,0.19,-0.02,0.09,1,164.292439538012,0.424,1.03,0.14,0.01,-0.02,1.37,174.241077341487,0.932,641.95,600,2,0.82
nwis_02266200,WHITTENHORSE CREEK NEAR VINELAND, FL,USGS (Powell Center),28.385,-81.6165,4269,21477644,03S,1,53.3707733324839,16.9,2.8194,NWIS field measurements,36.4185,NHDV2_vaa,35.1126798856145,0.373604322896263,-1086.77403206376,-5.83611334148877,14.8537605241242,5.95526645565365,0.1,0.53,0.41,0.21,0.49,68.9462721789675,0.829,-2.98,-0.29,-0.05,0.17,0.16,128.165152244133,0.701,22.11,0.11,-0.14,0.02,1.27,206.754015426284,0.881,0.21,0.55,0.4,0.2,0.49,290.090818448808,0.979,40.67,0.19,-0.02,0.08,1.07,166.601285500561,0.424,1.32,0.19,0.02,-0.03,1.36,180.552296304671,0.947,658.625,1185,4,0.81
nwis_02266300,REEDY CREEK NEAR VINELAND, FL,USGS (Powell Center),28.3328,-81.5798,4269,21478176,03S,3,202.011027832012,21,10.34796,NWIS field measurements,202.3632,NHDV2_vaa,56.9063779453506,0.650707130421183,-1209.00375372179,-4.55517494011291,15.7173586835832,5.87731039473641,0.16,0.53,0.44,0.25,0.64,82.1697418346483,0.44,-3.3,-0.17,0.2,0.22,0.5,247.876580886471,0.324,22.67,0.1,-0.13,0.03,1.29,204.138928016209,0.78,1.55,0.51,0.55,0.34,0.48,292.652112364463,0.756,42.94,0.18,-0.02,0.07,1.13,168.508901105242,0.271,2.12,0.18,0.07,-0.08,1.4,174.310179101088,0.821,818,248,1,0.68
nwis_02336300,PEACHTREE CREEK AT ATLANTA, GA,USGS (Powell Center),33.8203,-84.4076,4269,2047989,03W,4,282.888063185393,20.6,12.7254,NWIS field measurements,225.1332,NHDV2_vaa,135.59803665935,1.04414153347259,-430.690192225958,-2.2030219372096,13.5161347176648,4.67578442973898,0.37,0.45,0.29,0.15,0.76,167.125143831404,0.796,-1.18,-0.25,-0.09,0.14,0.7,352.601397420011,0.468,17.24,0.25,-0.05,-0.02,1.34,199.348567690162,0.878,2,0.48,0.47,0.39,0.17,40.7823930987209,0.219,37,0.23,0.01,0.05,1.17,175.109709856393,0.345,4.34,0.26,-0.03,-0.11,1.36,183.277916422008,0.905,322.642857142857,1758,7,0.69
nwis_02336313,WOODALL CREEK AT DEFOORS FERRY RD, AT ATLANTA, GA,USGS (Powell Center),33.8218,-84.4388,4269,2048017,03W,1,347.615050550587,21,4.2672,NWIS field measurements,7.3863,NHDV2_vaa,80.9612591752005,0.593235396413838,-276.288784975896,-1.50574630645301,13.5266914866069,1.85798640576256,0.22,0.45,0.33,0.18,0.65,157.920322442257,0.771,-0.76,-0.28,-0.16,0.17,0.59,364.816063051563,0.387,16.57,0.25,-0.06,-0.02,1.34,197.671808867271,0.878,0.07,0.68,0.72,0.58,0.24,56.6990414481669,0.405,37.02,0.23,0.01,0.05,1.17,175.081964167813,0.336,3.34,0.29,0.03,-0.12,1.35,184.999834374468,0.917,382.8375,2076,8,0.71
nwis_02336340,NANCY CREEK AT JOHNSON FERRY RD, AT CHAMBLEE, GA,USGS (Powell Center),33.8979,-84.3455,4269,2047893,03W,3,223.031250282816,22,6.91896,NWIS field measurements,59.9652,NHDV2_vaa,79.6788872980308,0.638757592347802,-265.084812107042,-1.35834515852723,13.4125878566232,4.81506842300257,0.22,0.45,0.32,0.16,0.8,158.803139540011,0.716,-0.73,-0.28,-0.21,0.19,0.54,340.683557359286,0.334,17.1,0.23,-0.06,-0.01,1.33,200.721314899706,0.868,0.79,0.64,0.63,0.45,0.18,32.4039363811859,0.236,36.71,0.24,0.01,0.04,1.18,176.504578711607,0.389,1.69,0.31,0.04,-0.1,1.39,186.591152637985,0.888,712.6,927,3,0.85
nwis_02336360,NANCY CREEK AT RICKENBACKER DRIVE, AT ATLANTA, GA,USGS (Powell Center),33.8692,-84.3789,4269,2047911,03W,3,256.46083357338,22.6,11.2776,NWIS field measurements,72.5931,NHDV2_vaa,85.0679726073734,0.605961093818049,-311.157498763452,-2.0606597403072,13.4356322552144,6.31349182252204,0.23,0.41,0.33,0.21,0.66,131.868767892365,0.752,-0.85,-0.34,-0.34,0.28,0.5,317.184513732262,0.629,16.74,0.24,-0.06,-0.02,1.34,197.565411791697,0.871,0.94,0.64,0.63,0.49,0.18,41.0202579932876,0.247,36.78,0.23,0.02,0.05,1.16,174.743669735476,0.35,1.74,0.29,0.01,-0.09,1.38,186.57893357966,0.913,722.855555555556,2643,9,0.8
nwis_02336410,NANCY CREEK AT WEST WESLEY ROAD, AT ATLANTA, GA,USGS (Powell Center),33.8384,-84.4394,4269,2047963,03W,3,235.156030004902,24,7.1628,NWIS field measurements,97.2531,NHDV2_vaa,93.3462299739172,0.673437610380377,-255.978817829611,-1.41044201547985,13.4356322552144,3.70083998830437,0.26,0.41,0.34,0.23,0.69,116.289853165366,0.779,-0.7,-0.3,-0.17,0.15,0.76,315.491155174547,0.465,16.68,0.24,-0.06,-0.01,1.34,197.784689877195,0.87,1.34,0.57,0.55,0.41,0.19,36.0115544306049,0.214,36.78,0.23,0.02,0.05,1.16,174.743669735476,0.35,2.41,0.36,0.12,-0.08,1.35,183.841186576474,0.944,519.137037037037,2461,9,0.75
